id_hogar,tipo_vivienda,material_externo,material_pisos,material_techos,habitaciones,lic_contruccion,asist_construccion,precio_alq,titulo_prop,agua_potable,calidad_agua,nivel_cloro_agua,acceso_agua,horas_agua,dias_agua,horas_agua_parcial
22133,8,9,7,8,3.957029177718833,3,3,772.6867469879518,1,1,9,0.5158434,1,20.88481375358166,3.75,9.578947368421053
8483,1,1,5,1,3.0,1,1,150.0,1,1,1,0.6,1,12.0,3.75,9.578947368421053
41165,1,1,5,5,3.0,2,2,250.0,1,1,1,0.6,1,24.0,3.75,9.578947368421053
22162,8,9,7,8,3.957029177718833,3,3,772.6867469879518,1,1,9,0.5158434,1,20.88481375358166,3.75,9.578947368421053
38856,1,1,5,4,3.0,1,2,300.0,1,1,1,0.6,1,10.0,3.75,9.578947368421053
22736,2,1,1,1,3.0,1,1,772.6867469879518,1,1,2,0.4,1,24.0,3.75,9.578947368421053
23504,1,1,3,1,7.0,2,2,800.0,1,1,9,0.5158434,1,24.0,3.75,9.578947368421053
21954,1,1,1,1,5.0,3,3,600.0,1,1,1,0.8,1,24.0,3.75,9.578947368421053
9099,8,9,7,8,3.957029177718833,3,3,772.6867469879518,1,1,9,0.5158434,1,20.88481375358166,3.75,9.578947368421053
23518,1,1,5,4,3.0,2,2,200.0,1,1,1,0.6,1,24.0,3.75,9.578947368421053
21559,1,1,5,1,2.0,2,2,150.0,1,1,1,0.6,1,20.0,3.75,9.578947368421053
22903,3,3,5,5,2.0,2,2,772.6867469879518,1,1,1,0.8,1,24.0,3.75,9.578947368421053
9623,1,1,3,1,3.0,1,1,900.0,1,1,1,0.6,1,24.0,3.75,9.578947368421053
8481,8,9,7,8,3.957029177718833,3,3,772.6867469879518,1,1,9,0.5158434,1,20.88481375358166,3.75,9.578947368421053
8728,1,1,5,4,2.0,2,2,300.0,1,1,3,0.0,1,6.0,3.75,9.578947368421053
21971,2,1,3,1,4.0,2,2,400.0,2,1,3,0.0,1,24.0,3.75,9.578947368421053
20946,1,1,5,1,4.0,2,1,350.0,1,1,3,0.0,1,24.0,3.75,9.578947368421053
20386,1,1,5,1,4.0,2,1,670.0,2,1,1,0.6,1,24.0,3.75,9.578947368421053
9477,2,1,5,1,3.0,3,3,300.0,1,1,2,0.4,1,24.0,3.75,9.578947368421053
20071,8,9,7,8,3.957029177718833,3,3,772.6867469879518,1,1,9,0.5158434,1,20.88481375358166,3.75,9.578947368421053
23762,1,3,5,4,3.0,3,3,772.6867469879518,1,1,9,0.5158434,2,20.88481375358166,6.0,2.0
21986,1,1,3,1,4.0,1,1,772.6867469879518,1,1,1,0.6,1,24.0,3.75,9.578947368421053
39856,8,9,7,8,3.957029177718833,3,3,772.6867469879518,1,1,9,0.5158434,1,20.88481375358166,3.75,9.578947368421053
23108,1,1,3,1,4.0,2,2,1200.0,1,1,1,1.0,1,24.0,3.75,9.578947368421053
23663,1,1,3,1,4.0,1,1,800.0,1,1,1,1.0,1,24.0,3.75,9.578947368421053
22798,8,9,7,8,3.957029177718833,3,3,772.6867469879518,1,1,9,0.5158434,1,20.88481375358166,3.75,9.578947368421053
22511,1,1,5,1,4.0,3,3,500.0,1,1,1,0.8,1,24.0,3.75,9.578947368421053
9089,8,9,7,8,3.957029177718833,3,3,772.6867469879518,1,1,9,0.5158434,1,20.88481375358166,3.75,9.578947368421053
23613,8,9,7,8,3.957029177718833,3,3,772.6867469879518,1,1,9,0.5158434,1,20.88481375358166,3.75,9.578947368421053
23677,2,1,1,1,3.0,1,1,772.6867469879518,1,1,1,0.6,1,24.0,3.75,9.578947368421053
23018,1,1,1,1,5.0,3,3,1500.0,1,1,1,0.6,1,24.0,3.75,9.578947368421053
9625,1,1,5,1,3.0,3,3,300.0,1,1,9,0.5158434,1,24.0,3.75,9.578947368421053
22930,2,1,1,1,4.0,3,3,772.6867469879518,1,1,9,0.5158434,1,24.0,3.75,9.578947368421053
20407,1,1,5,4,3.0,3,2,500.0,1,1,1,0.6,1,24.0,3.75,9.578947368421053
22875,8,9,7,8,3.957029177718833,3,3,772.6867469879518,1,1,9,0.5158434,1,20.88481375358166,3.75,9.578947368421053
9537,1,1,6,2,7.0,2,2,500.0,1,1,1,0.6,1,19.0,3.75,9.578947368421053
22274,2,1,3,1,5.0,1,1,2500.0,1,1,2,0.2,1,24.0,3.75,9.578947368421053
22592,2,1,1,1,6.0,1,1,1500.0,1,1,1,0.6,1,24.0,3.75,9.578947368421053
8545,1,1,5,1,5.0,2,2,400.0,1,1,9,0.5158434,1,12.0,3.75,9.578947368421053
23226,1,7,5,4,3.0,2,2,300.0,1,1,2,0.2,1,16.0,3.75,9.578947368421053
22218,8,9,7,8,3.957029177718833,3,3,772.6867469879518,1,1,9,0.5158434,1,20.88481375358166,3.75,9.578947368421053
22849,8,9,7,8,3.957029177718833,3,3,772.6867469879518,1,1,9,0.5158434,1,20.88481375358166,3.75,9.578947368421053
22125,2,1,1,1,4.0,3,3,772.6867469879518,1,1,1,0.6,1,24.0,3.75,9.578947368421053
21973,3,7,5,4,1.0,3,3,772.6867469879518,1,1,3,0.0,1,24.0,3.75,9.578947368421053
22127,8,9,7,8,3.957029177718833,3,3,772.6867469879518,1,1,9,0.5158434,1,20.88481375358166,3.75,9.578947368421053
20884,1,1,5,1,6.0,1,2,200.0,1,1,2,0.4,1,3.0,3.75,9.578947368421053
22991,8,9,7,8,3.957029177718833,3,3,772.6867469879518,1,1,9,0.5158434,1,20.88481375358166,3.75,9.578947368421053
8524,1,1,5,4,4.0,2,2,200.0,1,1,1,1.0,1,15.0,3.75,9.578947368421053
23608,8,9,7,8,3.957029177718833,3,3,772.6867469879518,1,1,9,0.5158434,1,20.88481375358166,3.75,9.578947368421053
8582,1,1,5,1,3.0,1,1,500.0,1,1,1,1.0,1,12.0,3.75,9.578947368421053
23520,1,7,6,4,1.0,3,3,50.0,1,1,3,0.0,1,24.0,3.75,9.578947368421053
22663,8,9,7,8,3.957029177718833,3,3,772.6867469879518,1,1,9,0.5158434,1,20.88481375358166,3.75,9.578947368421053
23791,1,1,5,1,4.0,2,2,100.0,2,1,3,0.0,1,20.88481375358166,3.75,9.578947368421053
23101,2,1,3,1,4.0,3,3,1000.0,1,1,1,0.6,1,24.0,3.75,9.578947368421053
22885,2,1,3,1,5.0,3,3,772.6867469879518,1,1,1,0.8,1,24.0,3.75,9.578947368421053
20948,1,1,5,1,4.0,3,2,450.0,1,1,1,0.8,1,24.0,3.75,9.578947368421053
9532,1,1,5,1,4.0,1,1,600.0,1,2,2,0.4,1,24.0,3.75,9.578947368421053
40918,1,7,5,4,1.0,2,2,150.0,2,1,3,0.0,1,20.88481375358166,3.75,9.578947368421053
8525,8,9,7,8,3.957029177718833,3,3,772.6867469879518,1,1,9,0.5158434,1,20.88481375358166,3.75,9.578947368421053
20166,8,9,7,8,3.957029177718833,3,3,772.6867469879518,1,1,9,0.5158434,1,20.88481375358166,3.75,9.578947368421053
9092,1,7,5,2,5.0,2,2,300.0,1,1,1,0.6,1,24.0,3.75,9.578947368421053
23170,1,1,4,4,4.0,2,2,800.0,2,1,1,0.8,1,24.0,3.75,9.578947368421053
23460,1,1,5,4,4.0,1,2,600.0,1,1,1,0.8,1,24.0,3.75,9.578947368421053
22420,4,1,5,1,1.0,3,3,772.6867469879518,1,1,2,0.4,1,24.0,3.75,9.578947368421053
9478,8,9,7,8,3.957029177718833,3,3,772.6867469879518,1,1,9,0.5158434,1,20.88481375358166,3.75,9.578947368421053
19989,1,7,5,4,4.0,1,1,300.0,1,1,2,0.4,1,3.0,3.75,9.578947368421053
22631,8,9,7,8,3.957029177718833,3,3,772.6867469879518,1,1,9,0.5158434,1,20.88481375358166,3.75,9.578947368421053
8424,8,9,7,8,3.957029177718833,3,3,772.6867469879518,1,1,9,0.5158434,1,20.88481375358166,3.75,9.578947368421053
22838,8,9,7,8,3.957029177718833,3,3,772.6867469879518,1,1,9,0.5158434,1,20.88481375358166,3.75,9.578947368421053
22281,3,1,2,1,2.0,1,3,1500.0,1,1,1,0.8,1,24.0,3.75,9.578947368421053
22292,2,1,3,1,1.0,1,1,700.0,1,1,1,0.6,1,24.0,3.75,9.578947368421053
23349,1,1,5,1,10.0,3,2,1200.0,1,1,1,0.6,1,24.0,3.75,9.578947368421053
21558,1,1,3,1,5.0,1,3,1200.0,1,1,1,0.6,1,24.0,3.75,9.578947368421053
22764,8,9,7,8,3.957029177718833,3,3,772.6867469879518,1,1,9,0.5158434,1,20.88481375358166,3.75,9.578947368421053
9303,1,1,5,1,4.0,3,3,400.0,1,1,1,1.0,1,13.0,3.75,9.578947368421053
22390,1,1,3,4,3.0,2,2,250.0,1,1,2,0.2,1,5.0,3.75,9.578947368421053
22685,1,1,1,1,6.0,1,1,772.6867469879518,1,1,3,0.0,1,24.0,3.75,9.578947368421053
9601,8,9,7,8,3.957029177718833,3,3,772.6867469879518,1,1,9,0.5158434,1,20.88481375358166,3.75,9.578947368421053
22513,1,1,5,1,4.0,1,1,300.0,1,1,2,0.4,1,24.0,3.75,9.578947368421053
22512,1,1,5,1,2.0,1,1,80.0,1,1,2,0.2,1,24.0,3.75,9.578947368421053
23161,3,1,1,1,7.0,1,1,2500.0,1,1,2,0.4,1,24.0,3.75,9.578947368421053
20523,1,1,5,4,6.0,2,2,950.0,1,1,3,0.0,1,20.88481375358166,3.75,9.578947368421053
9064,1,7,6,2,1.0,2,2,50.0,1,1,2,0.4,1,20.88481375358166,3.75,9.578947368421053
8698,1,7,5,4,3.0,2,2,100.0,1,1,9,0.5158434,1,20.88481375358166,3.75,9.578947368421053
9618,2,1,3,1,2.0,2,2,850.0,1,1,1,0.6,1,24.0,3.75,9.578947368421053
22269,1,1,1,1,3.0,1,1,1500.0,1,1,3,0.0,1,24.0,3.75,9.578947368421053
8685,1,7,5,4,2.0,2,2,250.0,2,1,3,0.0,2,20.88481375358166,3.0,2.0
8680,1,7,5,4,4.0,2,2,120.0,2,1,2,0.4,1,4.0,3.75,9.578947368421053
23755,1,1,2,1,4.0,2,2,100.0,2,1,1,0.6,1,24.0,3.75,9.578947368421053
22789,2,1,2,1,3.0,1,2,772.6867469879518,1,1,1,0.6,1,24.0,3.75,9.578947368421053
22720,8,9,7,8,3.957029177718833,3,3,772.6867469879518,1,1,9,0.5158434,1,20.88481375358166,3.75,9.578947368421053
22422,1,1,5,1,5.0,3,3,772.6867469879518,1,1,1,0.5,1,24.0,3.75,9.578947368421053
22760,1,3,3,5,6.0,2,2,772.6867469879518,1,1,1,0.6,1,24.0,3.75,9.578947368421053
22686,2,1,1,1,4.0,1,1,772.6867469879518,1,1,3,0.0,1,24.0,3.75,9.578947368421053
8595,1,1,3,1,4.0,3,1,1500.0,1,1,1,0.8,1,12.0,3.75,9.578947368421053
22732,1,1,1,1,3.0,3,3,772.6867469879518,1,1,9,0.5158434,1,24.0,3.75,9.578947368421053
22698,8,9,7,8,3.957029177718833,3,3,772.6867469879518,1,1,9,0.5158434,1,20.88481375358166,3.75,9.578947368421053
20102,1,7,5,4,3.0,2,2,150.0,2,1,3,0.0,1,12.0,3.75,9.578947368421053
23676,1,1,3,1,4.0,2,2,1500.0,1,1,3,0.0,1,24.0,3.75,9.578947368421053
23743,1,1,5,1,4.0,1,2,600.0,1,1,2,0.2,2,20.88481375358166,1.0,1.0
20856,1,1,5,1,8.0,2,1,600.0,1,1,2,0.2,1,24.0,3.75,9.578947368421053
23218,1,7,5,4,3.0,2,2,50.0,1,1,2,0.4,1,20.88481375358166,3.75,9.578947368421053
8425,1,7,5,4,4.0,2,2,400.0,1,1,3,0.0,2,20.88481375358166,2.0,2.0
22617,8,9,7,8,3.957029177718833,3,3,772.6867469879518,1,1,9,0.5158434,1,20.88481375358166,3.75,9.578947368421053
20540,1,1,5,1,3.0,2,2,300.0,1,1,1,1.0,1,2.0,3.75,9.578947368421053
22028,2,1,1,1,4.0,1,1,772.6867469879518,1,1,3,0.0,1,24.0,3.75,9.578947368421053
21531,1,1,5,1,4.0,2,2,150.0,1,1,1,0.6,1,3.0,3.75,9.578947368421053
20008,8,9,7,8,3.957029177718833,3,3,772.6867469879518,1,1,9,0.5158434,1,20.88481375358166,3.75,9.578947368421053
23230,1,1,5,4,6.0,1,1,1000.0,1,1,1,0.8,1,24.0,3.75,9.578947368421053
22961,2,1,1,1,5.0,1,1,772.6867469879518,1,1,2,0.4,1,24.0,3.75,9.578947368421053
8472,1,1,5,1,3.0,3,2,200.0,1,1,1,0.6,1,13.0,3.75,9.578947368421053
23727,1,7,5,4,1.0,2,2,100.0,2,1,3,0.0,1,20.88481375358166,3.75,9.578947368421053
8548,1,1,3,1,5.0,1,1,1200.0,1,1,9,0.5158434,1,24.0,3.75,9.578947368421053
21648,8,9,7,8,3.957029177718833,3,3,772.6867469879518,1,1,9,0.5158434,1,20.88481375358166,3.75,9.578947368421053
41086,8,9,7,8,3.957029177718833,3,3,772.6867469879518,1,1,9,0.5158434,1,20.88481375358166,3.75,9.578947368421053
21382,1,7,5,4,2.0,2,2,100.0,1,1,2,0.2,1,24.0,3.75,9.578947368421053
9401,1,1,5,1,3.0,3,3,772.6867469879518,1,1,1,0.5,1,14.0,3.75,9.578947368421053
23225,1,1,5,1,4.0,2,3,500.0,1,1,1,0.6,1,14.0,3.75,9.578947368421053
23061,8,9,7,8,3.957029177718833,3,3,772.6867469879518,1,1,9,0.5158434,1,20.88481375358166,3.75,9.578947368421053
23675,1,1,3,1,4.0,1,1,150.0,1,1,1,0.6,1,24.0,3.75,9.578947368421053
