id_hogar,tipo_vivienda,material_externo,material_pisos,material_techos,habitaciones,lic_contruccion,asist_construccion,precio_alq,titulo_prop,agua_potable,calidad_agua,nivel_cloro_agua,acceso_agua,horas_agua,dias_agua,horas_agua_parcial
21529,1,1,5,1,5.0,2,2,500.0,1,1,1,0.6,1,11.0,3.75,9.578947368421053
22923,8,9,7,8,3.957029177718833,3,3,772.6867469879518,1,1,9,0.5158434,1,20.88481375358166,3.75,9.578947368421053
21241,1,1,3,1,4.0,2,2,500.0,1,1,1,0.6,1,4.0,3.75,9.578947368421053
9479,8,9,7,8,3.957029177718833,3,3,772.6867469879518,1,1,9,0.5158434,1,20.88481375358166,3.75,9.578947368421053
39158,6,7,6,4,2.0,3,3,50.0,2,1,3,0.0,1,20.88481375358166,3.75,9.578947368421053
23784,1,1,5,4,3.0,3,3,772.6867469879518,1,1,2,0.4,1,24.0,3.75,9.578947368421053
22590,8,9,7,8,3.957029177718833,3,3,772.6867469879518,1,1,9,0.5158434,1,20.88481375358166,3.75,9.578947368421053
23510,1,1,5,1,2.0,1,1,200.0,1,1,1,0.8,1,24.0,3.75,9.578947368421053
8550,8,9,7,8,3.957029177718833,3,3,200.0,1,1,1,1.0,1,24.0,3.75,9.578947368421053
9493,1,1,5,1,4.0,1,2,1000.0,1,1,1,0.8,1,18.0,3.75,9.578947368421053
40920,1,1,5,4,3.0,2,2,200.0,2,1,3,0.0,1,20.88481375358166,3.75,9.578947368421053
9250,1,1,5,1,3.0,2,2,600.0,1,1,2,0.4,1,18.0,3.75,9.578947368421053
23203,8,9,7,8,3.957029177718833,3,3,772.6867469879518,1,1,9,0.5158434,1,20.88481375358166,3.75,9.578947368421053
23032,2,1,3,1,4.0,1,3,1500.0,1,1,2,0.2,1,24.0,3.75,9.578947368421053
20388,1,1,5,4,3.0,2,2,100.0,1,1,1,0.8,1,24.0,3.75,9.578947368421053
8605,8,9,7,8,3.957029177718833,3,3,772.6867469879518,1,1,9,0.5158434,1,20.88481375358166,3.75,9.578947368421053
20001,1,3,5,4,4.0,2,2,200.0,2,1,2,0.2,1,19.0,3.75,9.578947368421053
8802,1,7,5,4,3.0,2,2,250.0,1,1,1,0.8,1,24.0,3.75,9.578947368421053
22917,1,1,5,1,5.0,2,3,800.0,2,1,9,0.5158434,1,24.0,3.75,9.578947368421053
9265,1,1,5,1,4.0,1,3,600.0,1,1,1,0.6,1,24.0,3.75,9.578947368421053
22825,2,1,3,1,2.0,1,1,772.6867469879518,1,1,1,0.6,1,24.0,3.75,9.578947368421053
22912,1,1,3,1,13.0,2,2,2800.0,3,1,1,0.6,1,24.0,3.75,9.578947368421053
22010,1,1,5,4,4.0,3,3,600.0,1,1,2,0.4,1,24.0,3.75,9.578947368421053
9591,1,1,1,1,4.0,1,1,1200.0,1,1,1,0.6,1,24.0,3.75,9.578947368421053
22977,8,9,7,8,3.957029177718833,3,3,772.6867469879518,1,1,9,0.5158434,1,20.88481375358166,3.75,9.578947368421053
23366,1,1,5,1,2.0,3,3,772.6867469879518,1,1,1,0.8,1,24.0,3.75,9.578947368421053
8598,1,1,5,1,3.0,1,2,500.0,1,1,3,0.0,1,11.0,3.75,9.578947368421053
8443,8,9,7,8,3.957029177718833,3,3,150.0,1,1,1,0.5,1,6.0,3.75,9.578947368421053
23386,8,9,7,8,3.957029177718833,3,3,772.6867469879518,1,1,9,0.5158434,1,20.88481375358166,3.75,9.578947368421053
21170,8,9,7,8,3.957029177718833,3,3,772.6867469879518,1,1,9,0.5158434,1,20.88481375358166,3.75,9.578947368421053
22174,2,1,3,1,4.0,1,1,800.0,1,1,1,0.5,1,24.0,3.75,9.578947368421053
22911,1,1,1,1,7.0,3,3,1500.0,2,1,1,0.6,1,24.0,3.75,9.578947368421053
23220,1,1,6,1,3.0,2,2,100.0,2,1,3,0.0,1,20.88481375358166,3.75,9.578947368421053
22835,8,9,7,8,3.957029177718833,3,3,772.6867469879518,1,1,9,0.5158434,1,20.88481375358166,3.75,9.578947368421053
23030,8,9,7,8,3.957029177718833,3,3,772.6867469879518,1,1,9,0.5158434,1,20.88481375358166,3.75,9.578947368421053
23617,1,1,5,4,2.0,3,3,200.0,1,1,9,0.5158434,1,24.0,3.75,9.578947368421053
22315,2,1,2,1,5.0,1,1,1800.0,1,1,1,0.8,1,24.0,3.75,9.578947368421053
9531,1,1,5,2,3.0,2,2,100.0,1,1,3,0.0,1,24.0,3.75,9.578947368421053
22596,1,1,3,1,5.0,1,1,2300.0,1,1,9,0.5158434,1,24.0,3.75,9.578947368421053
22566,1,1,1,1,6.0,1,1,2000.0,1,1,9,0.5158434,1,24.0,3.75,9.578947368421053
8450,1,7,5,4,5.0,2,2,700.0,1,1,9,0.5158434,1,24.0,3.75,9.578947368421053
21218,1,3,6,4,3.0,2,2,150.0,2,1,1,0.6,1,24.0,3.75,9.578947368421053
8554,1,7,5,6,2.0,2,2,150.0,1,1,2,0.4,1,24.0,3.75,9.578947368421053
23033,2,1,1,1,4.0,1,1,1000.0,1,1,3,0.0,1,24.0,3.75,9.578947368421053
22901,8,9,7,8,3.957029177718833,3,3,772.6867469879518,1,1,9,0.5158434,1,20.88481375358166,3.75,9.578947368421053
22726,8,9,7,8,3.957029177718833,3,3,772.6867469879518,1,1,9,0.5158434,1,20.88481375358166,3.75,9.578947368421053
9072,1,1,5,2,5.0,1,2,800.0,1,1,1,0.8,1,24.0,3.75,9.578947368421053
21358,1,1,5,4,3.0,2,2,600.0,1,1,1,0.8,1,24.0,3.75,9.578947368421053
8842,2,1,2,1,4.0,3,3,700.0,1,1,1,0.8,1,24.0,3.75,9.578947368421053
23053,8,9,7,8,3.957029177718833,3,3,772.6867469879518,1,1,9,0.5158434,1,20.88481375358166,3.75,9.578947368421053
21522,1,1,5,1,4.0,3,3,500.0,3,1,1,0.8,1,24.0,3.75,9.578947368421053
22787,1,1,3,1,3.0,1,1,1300.0,1,1,1,0.8,1,24.0,3.75,9.578947368421053
41167,1,1,3,1,5.0,2,2,500.0,1,1,1,0.6,1,24.0,3.75,9.578947368421053
8551,1,1,3,1,3.0,2,2,200.0,1,1,1,1.0,1,24.0,3.75,9.578947368421053
9077,1,1,3,1,8.0,1,1,800.0,1,1,1,1.0,1,24.0,3.75,9.578947368421053
23115,8,9,7,8,3.957029177718833,3,3,772.6867469879518,1,1,9,0.5158434,1,20.88481375358166,3.75,9.578947368421053
8755,1,7,5,4,5.0,2,3,80.0,2,1,1,0.6,1,12.0,3.75,9.578947368421053
22965,8,9,7,8,3.957029177718833,3,3,772.6867469879518,1,1,9,0.5158434,1,20.88481375358166,3.75,9.578947368421053
38851,1,7,6,4,2.0,2,2,300.0,1,1,1,1.0,1,12.0,3.75,9.578947368421053
23282,1,1,5,1,4.0,2,2,500.0,2,1,1,1.0,1,24.0,3.75,9.578947368421053
22096,2,1,1,1,2.0,1,1,1500.0,1,1,9,0.5158434,1,24.0,3.75,9.578947368421053
8763,1,7,5,4,3.0,2,2,80.0,2,1,3,0.0,1,8.0,3.75,9.578947368421053
41151,1,1,5,1,2.0,3,3,772.6867469879518,1,1,1,0.6,1,24.0,3.75,9.578947368421053
22599,2,1,2,1,5.0,1,1,2000.0,1,1,2,0.2,1,24.0,3.75,9.578947368421053
8862,1,1,3,1,3.0,1,1,100.0,2,1,3,0.0,1,9.0,3.75,9.578947368421053
23254,1,1,3,1,6.0,3,3,1000.0,1,1,2,0.4,1,12.0,3.75,9.578947368421053
22936,2,1,2,1,4.0,1,1,1000.0,1,1,1,0.7,1,24.0,3.75,9.578947368421053
23757,1,1,5,4,3.0,2,2,200.0,1,1,1,0.8,1,24.0,3.75,9.578947368421053
23674,8,9,7,8,3.957029177718833,3,3,772.6867469879518,1,1,9,0.5158434,1,20.88481375358166,3.75,9.578947368421053
23248,1,1,5,1,7.0,2,1,250.0,1,1,1,0.8,1,24.0,3.75,9.578947368421053
9559,1,1,3,1,6.0,1,1,2000.0,1,1,2,0.4,1,24.0,3.75,9.578947368421053
21381,1,3,5,4,2.0,2,2,500.0,1,1,2,0.4,1,24.0,3.75,9.578947368421053
21649,1,1,5,1,4.0,3,1,600.0,1,1,1,0.6,1,24.0,3.75,9.578947368421053
21994,1,1,1,1,12.0,1,1,772.6867469879518,1,1,1,0.5,1,24.0,3.75,9.578947368421053
9086,1,1,3,1,5.0,1,1,1000.0,1,1,1,0.5,1,24.0,3.75,9.578947368421053
21983,2,1,1,1,4.0,1,1,1300.0,1,1,3,0.0,1,24.0,3.75,9.578947368421053
22873,8,9,7,8,3.957029177718833,3,3,772.6867469879518,1,1,9,0.5158434,1,20.88481375358166,3.75,9.578947368421053
23604,8,9,7,8,3.957029177718833,3,3,500.0,1,1,1,0.8,1,24.0,3.75,9.578947368421053
21934,1,1,1,1,7.0,1,1,3250.0,1,1,9,0.5158434,1,24.0,3.75,9.578947368421053
22987,8,9,7,8,3.957029177718833,3,3,772.6867469879518,1,1,9,0.5158434,1,20.88481375358166,3.75,9.578947368421053
21953,1,1,2,1,10.0,1,1,772.6867469879518,1,1,1,0.8,1,24.0,3.75,9.578947368421053
20741,1,7,5,4,4.0,2,2,200.0,2,1,3,0.0,1,24.0,3.75,9.578947368421053
9103,1,1,5,1,3.0,2,2,400.0,1,1,1,0.6,1,24.0,3.75,9.578947368421053
20938,1,1,5,1,3.0,1,1,200.0,1,1,1,0.6,2,20.88481375358166,5.0,12.0
22895,1,1,3,1,3.0,1,3,772.6867469879518,1,1,1,0.6,1,24.0,3.75,9.578947368421053
23024,8,9,7,8,3.957029177718833,3,3,772.6867469879518,1,1,9,0.5158434,1,20.88481375358166,3.75,9.578947368421053
20013,1,3,5,4,5.0,2,2,250.0,1,1,1,0.6,1,2.0,3.75,9.578947368421053
8782,1,1,5,4,4.0,2,2,200.0,2,1,1,0.6,1,4.0,3.75,9.578947368421053
23286,1,1,5,1,3.0,3,2,500.0,1,1,1,0.6,1,24.0,3.75,9.578947368421053
8460,1,1,5,4,4.0,3,3,100.0,1,1,1,0.5,1,24.0,3.75,9.578947368421053
22115,2,1,1,1,5.0,1,1,772.6867469879518,1,1,1,0.6,1,24.0,3.75,9.578947368421053
22240,1,1,1,1,7.0,1,3,3000.0,1,1,2,0.4,1,24.0,3.75,9.578947368421053
22120,8,9,7,8,3.957029177718833,3,3,772.6867469879518,1,1,9,0.5158434,1,20.88481375358166,3.75,9.578947368421053
9568,1,1,3,1,4.0,1,1,800.0,1,1,1,0.6,1,24.0,3.75,9.578947368421053
23732,1,1,5,1,5.0,3,3,800.0,1,1,1,0.8,1,24.0,3.75,9.578947368421053
23750,1,7,5,2,3.0,2,2,60.0,1,1,3,0.0,2,20.88481375358166,1.0,1.0
22201,2,1,1,1,4.0,1,1,1500.0,1,1,3,0.0,1,24.0,3.75,9.578947368421053
22522,4,9,5,4,1.0,3,3,772.6867469879518,1,1,1,1.0,1,24.0,3.75,9.578947368421053
38850,1,1,5,1,4.0,2,2,772.6867469879518,2,1,9,0.5158434,1,12.0,3.75,9.578947368421053
8575,1,1,5,1,4.0,2,2,200.0,1,1,1,0.6,1,24.0,3.75,9.578947368421053
21384,1,7,6,4,2.0,2,2,200.0,1,1,1,0.8,1,24.0,3.75,9.578947368421053
22389,1,1,5,1,2.0,3,3,300.0,1,1,9,0.5158434,1,5.0,3.75,9.578947368421053
23679,1,1,1,1,4.0,1,1,1500.0,1,1,9,0.5158434,1,24.0,3.75,9.578947368421053
8806,1,1,5,4,4.0,2,2,200.0,1,1,1,0.8,1,8.0,3.75,9.578947368421053
22981,2,1,1,1,4.0,1,1,2000.0,1,1,3,0.0,1,24.0,3.75,9.578947368421053
20546,8,9,7,8,3.957029177718833,3,3,772.6867469879518,1,1,9,0.5158434,1,20.88481375358166,3.75,9.578947368421053
20063,1,7,6,4,3.0,2,2,150.0,1,1,9,0.5158434,1,9.0,3.75,9.578947368421053
22909,8,9,7,8,3.957029177718833,3,3,300.0,1,1,1,0.8,1,24.0,3.75,9.578947368421053
38128,8,9,7,8,3.957029177718833,3,3,772.6867469879518,1,1,9,0.5158434,1,20.88481375358166,3.75,9.578947368421053
41121,1,1,5,1,4.0,1,1,400.0,1,1,1,1.0,1,24.0,3.75,9.578947368421053
22983,1,1,1,1,6.0,1,1,772.6867469879518,1,1,1,1.0,1,24.0,3.75,9.578947368421053
22964,2,1,3,1,4.0,1,1,1800.0,1,1,2,0.4,1,24.0,3.75,9.578947368421053
22618,2,1,1,1,4.0,1,1,2000.0,1,1,2,0.4,1,24.0,3.75,9.578947368421053
41053,1,3,2,2,4.0,3,1,772.6867469879518,1,1,1,0.8,1,24.0,3.75,9.578947368421053
22243,8,9,7,8,3.957029177718833,3,3,772.6867469879518,1,1,9,0.5158434,1,20.88481375358166,3.75,9.578947368421053
23709,1,1,1,1,8.0,1,1,772.6867469879518,1,1,1,0.6,1,24.0,3.75,9.578947368421053
23665,8,9,7,8,3.957029177718833,3,3,772.6867469879518,1,1,9,0.5158434,1,20.88481375358166,3.75,9.578947368421053
22927,2,1,1,1,4.0,1,1,1200.0,1,1,9,0.5158434,1,24.0,3.75,9.578947368421053
22808,8,9,7,8,3.957029177718833,3,3,772.6867469879518,1,1,9,0.5158434,1,20.88481375358166,3.75,9.578947368421053
9586,1,1,1,1,3.0,1,1,1500.0,1,1,9,0.5158434,1,24.0,3.75,9.578947368421053
22909,8,9,7,8,3.957029177718833,3,3,300.0,1,1,1,0.8,1,24.0,3.75,9.578947368421053
20951,1,1,6,1,2.0,2,1,300.0,1,1,3,0.0,1,12.0,3.75,9.578947368421053
23046,1,1,5,4,4.0,2,2,800.0,1,1,3,0.0,1,24.0,3.75,9.578947368421053
22540,2,1,2,1,6.0,1,1,2000.0,1,1,9,0.5158434,1,24.0,3.75,9.578947368421053
23513,1,7,5,4,2.0,2,2,100.0,2,1,1,0.8,1,24.0,3.75,9.578947368421053
20979,1,1,5,4,2.0,2,2,200.0,1,1,3,0.0,1,24.0,3.75,9.578947368421053
8789,1,7,5,4,4.0,2,2,100.0,2,1,3,0.0,1,6.0,3.75,9.578947368421053
8476,1,1,6,4,6.0,2,2,150.0,1,1,2,0.2,2,20.88481375358166,2.0,1.0
21128,1,1,5,4,3.0,2,2,400.0,1,1,1,0.6,1,24.0,3.75,9.578947368421053
8480,1,1,5,4,4.0,2,2,250.0,1,1,1,0.6,1,7.0,3.75,9.578947368421053
9375,3,1,3,4,5.0,2,2,300.0,2,1,1,0.6,1,12.0,3.75,9.578947368421053
9323,2,1,3,1,5.0,1,1,300.0,1,1,1,0.6,1,15.0,3.75,9.578947368421053
9242,2,1,2,1,3.0,3,3,250.0,1,1,1,1.2,1,16.0,3.75,9.578947368421053
20961,1,1,6,4,3.0,2,2,150.0,1,1,1,0.6,1,24.0,3.75,9.578947368421053
40958,1,1,5,1,4.0,3,2,772.6867469879518,1,1,1,0.6,1,8.0,3.75,9.578947368421053
23222,8,9,7,8,3.957029177718833,3,3,772.6867469879518,1,1,9,0.5158434,1,20.88481375358166,3.75,9.578947368421053
8866,1,1,3,1,3.0,2,2,600.0,1,1,9,0.5158434,1,12.0,3.75,9.578947368421053
23102,1,1,2,1,4.0,1,1,1500.0,1,1,1,1.0,1,24.0,3.75,9.578947368421053
20007,8,9,7,8,3.957029177718833,3,3,180.0,1,1,1,1.0,1,7.0,3.75,9.578947368421053
41106,2,1,1,1,5.0,1,1,2500.0,1,1,1,0.6,1,24.0,3.75,9.578947368421053
9615,8,9,7,8,3.957029177718833,3,3,772.6867469879518,1,1,9,0.5158434,1,20.88481375358166,3.75,9.578947368421053
23270,1,7,5,4,3.0,3,3,400.0,1,1,1,0.8,1,24.0,3.75,9.578947368421053
9617,8,9,7,8,3.957029177718833,3,3,772.6867469879518,1,1,9,0.5158434,1,20.88481375358166,3.75,9.578947368421053
22070,2,1,3,1,5.0,3,3,772.6867469879518,1,1,3,0.0,1,24.0,3.75,9.578947368421053
22680,8,9,7,8,3.957029177718833,3,3,772.6867469879518,1,1,9,0.5158434,1,20.88481375358166,3.75,9.578947368421053
39851,1,7,5,4,3.0,2,2,100.0,2,1,1,1.0,1,14.0,3.75,9.578947368421053
23246,1,9,5,4,6.0,2,2,300.0,1,1,1,0.5,1,24.0,3.75,9.578947368421053
9534,1,1,2,1,3.0,1,1,1000.0,1,1,1,0.6,1,24.0,3.75,9.578947368421053
22640,8,9,7,8,3.957029177718833,3,3,772.6867469879518,1,1,9,0.5158434,1,20.88481375358166,3.75,9.578947368421053
9566,1,1,3,1,5.0,1,1,1100.0,1,1,1,0.6,1,24.0,3.75,9.578947368421053
9600,1,1,1,1,5.0,2,2,1200.0,1,1,1,0.6,1,24.0,3.75,9.578947368421053
22283,8,9,7,8,3.957029177718833,3,3,772.6867469879518,1,1,9,0.5158434,1,20.88481375358166,3.75,9.578947368421053
8518,8,9,7,8,3.957029177718833,3,3,80.0,1,1,1,0.6,1,24.0,3.75,9.578947368421053
20058,1,7,7,4,2.0,2,2,200.0,1,1,1,0.8,1,8.0,3.75,9.578947368421053
8547,1,1,5,1,3.0,1,1,500.0,1,1,1,1.0,1,24.0,3.75,9.578947368421053
41179,1,1,5,1,5.0,3,3,250.0,1,1,1,1.0,1,12.0,3.75,9.578947368421053
23031,1,1,7,1,4.0,1,1,300.0,1,1,1,1.0,1,20.88481375358166,3.75,9.578947368421053
23200,4,1,5,1,2.0,3,3,772.6867469879518,1,1,9,0.5158434,1,24.0,3.75,9.578947368421053
22697,8,9,7,8,3.957029177718833,3,3,772.6867469879518,1,1,9,0.5158434,1,20.88481375358166,3.75,9.578947368421053
20862,1,1,5,4,3.0,1,2,300.0,1,1,1,0.8,1,6.0,3.75,9.578947368421053
22570,2,1,1,1,4.0,1,1,772.6867469879518,1,1,2,0.2,1,24.0,3.75,9.578947368421053
20520,1,1,5,4,4.0,2,2,180.0,2,1,3,0.0,1,20.88481375358166,3.75,9.578947368421053
8400,1,1,3,1,3.0,2,2,450.0,1,1,1,0.6,1,24.0,3.75,9.578947368421053
22945,2,1,3,1,4.0,1,1,772.6867469879518,1,1,3,0.0,1,24.0,3.75,9.578947368421053
22196,3,1,1,1,4.0,1,1,1000.0,1,1,1,0.8,1,24.0,3.75,9.578947368421053
8415,1,1,5,4,3.0,3,2,100.0,1,1,1,0.9,1,14.0,3.75,9.578947368421053
23088,2,1,1,1,4.0,1,1,772.6867469879518,1,1,2,0.4,1,24.0,3.75,9.578947368421053
22667,8,9,7,8,3.957029177718833,3,3,772.6867469879518,1,1,9,0.5158434,1,20.88481375358166,3.75,9.578947368421053
41082,2,1,1,1,4.0,1,1,772.6867469879518,1,1,9,0.5158434,1,24.0,3.75,9.578947368421053
22976,8,9,7,8,3.957029177718833,3,3,772.6867469879518,1,1,9,0.5158434,1,20.88481375358166,3.75,9.578947368421053
22395,4,1,5,4,1.0,3,3,180.0,1,1,2,0.2,1,5.0,3.75,9.578947368421053
8580,1,1,5,1,4.0,1,1,100.0,1,1,1,1.0,1,14.0,3.75,9.578947368421053
21307,1,1,3,1,5.0,2,2,200.0,1,1,1,0.6,1,4.0,3.75,9.578947368421053
22958,2,1,1,1,5.0,1,1,2000.0,2,1,2,0.2,1,24.0,3.75,9.578947368421053
8529,1,9,5,4,4.0,2,2,150.0,1,1,1,0.8,1,10.0,3.75,9.578947368421053
22424,8,9,7,8,3.957029177718833,3,3,772.6867469879518,1,1,9,0.5158434,1,20.88481375358166,3.75,9.578947368421053
22287,8,9,7,8,3.957029177718833,3,3,772.6867469879518,1,1,9,0.5158434,1,20.88481375358166,3.75,9.578947368421053
9071,8,9,7,8,3.957029177718833,3,3,772.6867469879518,1,1,9,0.5158434,1,20.88481375358166,3.75,9.578947368421053
9551,8,9,7,8,3.957029177718833,3,3,772.6867469879518,1,1,9,0.5158434,1,20.88481375358166,3.75,9.578947368421053
22864,8,9,7,8,3.957029177718833,3,3,772.6867469879518,1,1,9,0.5158434,1,20.88481375358166,3.75,9.578947368421053
20061,1,9,6,4,2.0,2,2,100.0,1,1,1,1.0,1,10.0,3.75,9.578947368421053
20743,1,9,6,4,2.0,2,2,200.0,2,1,3,0.0,1,24.0,3.75,9.578947368421053
8422,1,7,5,4,2.0,2,2,200.0,1,1,3,0.0,1,8.0,3.75,9.578947368421053
23695,2,1,1,1,5.0,3,3,772.6867469879518,1,1,1,1.1,1,24.0,3.75,9.578947368421053
8541,1,1,3,1,4.0,1,1,840.0,1,1,1,0.8,1,12.0,3.75,9.578947368421053
22973,2,1,1,1,6.0,1,1,1500.0,1,1,1,0.6,1,24.0,3.75,9.578947368421053
21812,1,1,5,1,6.0,1,1,500.0,1,1,2,0.2,1,24.0,3.75,9.578947368421053
22960,8,9,7,8,3.957029177718833,3,3,772.6867469879518,1,1,9,0.5158434,1,20.88481375358166,3.75,9.578947368421053
22545,8,9,7,8,3.957029177718833,3,3,772.6867469879518,1,1,9,0.5158434,1,20.88481375358166,3.75,9.578947368421053
8996,1,1,5,1,3.0,1,1,400.0,1,1,1,1.0,1,18.0,3.75,9.578947368421053
8864,2,1,3,1,3.0,1,2,500.0,1,1,9,0.5158434,1,8.0,3.75,9.578947368421053
23644,1,1,3,4,1.0,1,2,400.0,1,1,1,0.8,1,12.0,3.75,9.578947368421053
8398,1,1,2,1,4.0,2,2,300.0,1,1,1,0.6,1,15.0,3.75,9.578947368421053
22759,1,1,3,1,3.0,3,3,772.6867469879518,1,1,1,0.8,1,24.0,3.75,9.578947368421053
21650,1,1,3,1,4.0,3,3,700.0,1,1,2,0.4,1,24.0,3.75,9.578947368421053
23071,8,9,7,8,3.957029177718833,3,3,772.6867469879518,1,1,9,0.5158434,1,20.88481375358166,3.75,9.578947368421053
21540,1,1,5,1,9.0,2,2,350.0,2,1,2,0.4,1,3.0,3.75,9.578947368421053
38854,1,1,6,4,2.0,3,3,200.0,1,1,1,0.6,1,12.0,3.75,9.578947368421053
9300,1,1,5,1,4.0,3,3,500.0,1,1,1,0.8,1,14.0,3.75,9.578947368421053
41042,2,1,3,1,2.0,1,1,500.0,1,1,1,0.8,1,24.0,3.75,9.578947368421053
22124,8,9,7,8,3.957029177718833,3,3,772.6867469879518,1,1,9,0.5158434,1,20.88481375358166,3.75,9.578947368421053
22651,8,9,7,8,3.957029177718833,3,3,772.6867469879518,1,1,9,0.5158434,1,20.88481375358166,3.75,9.578947368421053
22750,8,9,7,8,3.957029177718833,3,3,772.6867469879518,1,1,9,0.5158434,1,20.88481375358166,3.75,9.578947368421053
23507,1,1,6,1,2.0,3,2,300.0,1,1,1,0.8,1,24.0,3.75,9.578947368421053
8520,1,7,6,4,2.0,2,2,100.0,3,1,1,1.0,1,20.88481375358166,3.75,9.578947368421053
23052,2,1,2,1,4.0,1,1,1000.0,1,1,1,0.6,1,24.0,3.75,9.578947368421053
22800,8,9,7,8,3.957029177718833,3,3,772.6867469879518,1,1,9,0.5158434,1,20.88481375358166,3.75,9.578947368421053
20547,1,1,5,1,6.0,1,2,250.0,1,1,1,0.6,1,2.0,3.75,9.578947368421053
22707,8,9,7,8,3.957029177718833,3,3,772.6867469879518,1,1,9,0.5158434,1,20.88481375358166,3.75,9.578947368421053
21643,1,1,1,1,4.0,1,1,1000.0,1,1,9,0.5158434,1,24.0,3.75,9.578947368421053
23252,1,1,5,1,3.0,3,2,380.0,1,1,1,1.0,1,24.0,3.75,9.578947368421053
21974,1,1,5,4,3.0,2,2,300.0,2,1,3,0.0,1,4.0,3.75,9.578947368421053
20418,1,5,5,4,4.0,2,2,1000.0,1,1,1,0.6,1,24.0,3.75,9.578947368421053
22164,2,1,1,1,5.0,3,3,772.6867469879518,1,1,2,0.2,1,24.0,3.75,9.578947368421053
22542,2,1,1,1,4.0,1,1,500.0,1,1,1,0.6,1,24.0,3.75,9.578947368421053
38740,1,1,5,2,3.0,2,2,200.0,1,1,1,0.6,1,18.0,3.75,9.578947368421053
21672,2,1,5,1,3.0,3,1,400.0,1,1,1,0.6,1,24.0,3.75,9.578947368421053
8686,1,7,5,4,3.0,2,2,100.0,1,1,3,0.0,2,20.88481375358166,1.0,1.0
8403,1,7,5,4,6.0,3,3,300.0,1,1,1,0.8,1,17.0,3.75,9.578947368421053
20549,1,7,6,4,2.0,2,2,150.0,1,1,1,0.5,2,20.88481375358166,6.0,3.0
23458,1,1,5,4,3.0,3,3,772.6867469879518,1,1,1,0.8,1,24.0,3.75,9.578947368421053
23528,8,9,7,8,3.957029177718833,3,3,772.6867469879518,1,1,9,0.5158434,1,20.88481375358166,3.75,9.578947368421053
23266,1,1,3,1,3.0,2,2,400.0,1,1,1,0.6,1,24.0,3.75,9.578947368421053
20899,1,1,6,1,4.0,2,2,150.0,2,1,9,0.5158434,1,20.88481375358166,3.75,9.578947368421053
22140,8,9,7,8,3.957029177718833,3,3,772.6867469879518,1,1,9,0.5158434,1,20.88481375358166,3.75,9.578947368421053
22725,2,1,1,1,3.0,3,3,1000.0,1,1,2,0.2,1,24.0,3.75,9.578947368421053
20550,1,1,5,4,2.0,1,2,150.0,1,1,1,0.6,1,1.0,3.75,9.578947368421053
9319,8,9,7,8,3.957029177718833,3,3,772.6867469879518,1,1,9,0.5158434,1,20.88481375358166,3.75,9.578947368421053
23257,1,1,5,1,4.0,2,2,450.0,2,1,3,0.0,1,20.88481375358166,3.75,9.578947368421053
22837,8,9,7,8,3.957029177718833,3,3,772.6867469879518,1,1,9,0.5158434,1,20.88481375358166,3.75,9.578947368421053
8449,1,2,2,1,4.0,2,2,100.0,1,1,3,0.0,1,5.0,3.75,9.578947368421053
23522,8,9,7,8,3.957029177718833,3,3,772.6867469879518,1,1,9,0.5158434,1,20.88481375358166,3.75,9.578947368421053
22083,4,1,5,1,1.0,3,3,772.6867469879518,1,1,1,0.8,1,24.0,3.75,9.578947368421053
22905,1,1,2,1,7.0,1,1,3000.0,3,1,1,0.8,1,24.0,3.75,9.578947368421053
22989,2,1,1,1,4.0,1,1,772.6867469879518,1,1,3,0.0,1,24.0,3.75,9.578947368421053
8407,1,1,5,1,4.0,1,2,400.0,1,1,1,0.8,1,24.0,3.75,9.578947368421053
21980,8,9,7,8,3.957029177718833,3,3,772.6867469879518,1,1,9,0.5158434,1,20.88481375358166,3.75,9.578947368421053
41041,1,1,5,1,2.0,2,2,600.0,1,1,1,0.8,1,24.0,3.75,9.578947368421053
9316,2,1,5,1,1.0,3,3,150.0,1,1,1,0.6,1,20.0,3.75,9.578947368421053
23144,1,1,1,1,3.0,1,1,600.0,1,1,1,1.0,1,24.0,3.75,9.578947368421053
23059,8,9,7,8,3.957029177718833,3,3,772.6867469879518,1,1,9,0.5158434,1,20.88481375358166,3.75,9.578947368421053
22745,8,9,7,8,3.957029177718833,3,3,772.6867469879518,1,1,9,0.5158434,1,20.88481375358166,3.75,9.578947368421053
9097,1,1,6,8,3.0,2,2,100.0,2,1,9,0.5158434,1,24.0,3.75,9.578947368421053
22284,2,1,1,1,2.0,1,3,772.6867469879518,1,1,3,0.0,1,24.0,3.75,9.578947368421053
22775,8,9,7,8,3.957029177718833,3,3,772.6867469879518,1,1,9,0.5158434,1,20.88481375358166,3.75,9.578947368421053
20956,1,7,5,4,3.0,2,2,100.0,2,1,3,0.0,2,20.88481375358166,2.0,4.0
20935,1,9,6,4,3.0,2,2,100.0,1,1,2,0.2,2,20.88481375358166,5.0,7.0
23012,1,1,1,1,8.0,1,1,2800.0,1,1,1,0.8,1,24.0,3.75,9.578947368421053
22648,2,1,1,1,7.0,1,1,2000.0,1,1,2,0.4,1,24.0,3.75,9.578947368421053
20140,1,7,5,4,2.0,2,2,300.0,2,1,3,0.0,1,20.88481375358166,3.75,9.578947368421053
20858,8,9,7,8,3.957029177718833,3,3,772.6867469879518,1,1,9,0.5158434,1,20.88481375358166,3.75,9.578947368421053
